Study	Sample	Library layout	Published year	Information	Tissue	Stage	Treatment	Type	Doi
PRJNA393069	SRR5816423	pair-end	2018	Westar10(B-inefficient,juvenile leaf),High Boron(25um)	Leaf	Seedling	Abiotic	Boron	10.3389/fpls.2017.01336
PRJNA393069	SRR5816424	pair-end	2018	Westar10(B-inefficient,juvenile leaf),High Boron(25um)	Leaf	Seedling	Abiotic	Boron	10.3389/fpls.2017.01336
PRJNA393069	SRR5816425	pair-end	2018	Westar10(B-inefficient,old leaf),High Boron(25um)	Leaf	Seedling	Abiotic	Boron	10.3389/fpls.2017.01336
PRJNA393069	SRR5816426	pair-end	2018	Westar10(B-inefficient,old leaf),High Boron(25um)	Leaf	Seedling	Abiotic	Boron	10.3389/fpls.2017.01336
PRJNA393069	SRR5816427	pair-end	2018	Westar10(B-inefficient,old leaf),High Boron(25um)	Leaf	Seedling	Abiotic	Boron	10.3389/fpls.2017.01336
PRJNA393069	SRR5816428	pair-end	2018	Westar10(B-inefficient),Low Boron(0.25um)	Root	Seedling	Abiotic	Boron	10.3389/fpls.2017.01336
PRJNA393069	SRR5816429	pair-end	2018	Westar10(B-inefficient),Low Boron(0.25um)	Root	Seedling	Abiotic	Boron	10.3389/fpls.2017.01336
PRJNA393069	SRR5816430	pair-end	2018	Westar10(B-inefficient),Low Boron(0.25um)	Root	Seedling	Abiotic	Boron	10.3389/fpls.2017.01336
PRJNA393069	SRR5816431	pair-end	2018	Westar10(B-inefficient,juvenile leaf),Low Boron(0.25um)	Leaf	Seedling	Abiotic	Boron	10.3389/fpls.2017.01336
PRJNA393069	SRR5816432	pair-end	2018	Westar10(B-inefficient,juvenile leaf),Low Boron(0.25um)	Leaf	Seedling	Abiotic	Boron	10.3389/fpls.2017.01336
PRJNA393069	SRR5816433	pair-end	2018	Westar10(B-inefficient,juvenile leaf),Low Boron(0.25um)	Leaf	Seedling	Abiotic	Boron	10.3389/fpls.2017.01336
PRJNA393069	SRR5816434	pair-end	2018	Westar10(B-inefficient,old leaf),Low Boron(0.25um)	Leaf	Seedling	Abiotic	Boron	10.3389/fpls.2017.01336
PRJNA393069	SRR5816435	pair-end	2018	Westar10(B-inefficient,old leaf),Low Boron(0.25um)	Leaf	Seedling	Abiotic	Boron	10.3389/fpls.2017.01336
PRJNA393069	SRR5816436	pair-end	2018	Westar10(B-inefficient,old leaf),Low Boron(0.25um)	Leaf	Seedling	Abiotic	Boron	10.3389/fpls.2017.01336
PRJNA338132	SRR5905522	pair-end	2017	ZYZ108(ZY50 and MB),transition meriStem	SAM	Other	Development	Normal	10.1111/tpj.13605
PRJNA338132	SRR5905523	pair-end	2017	ZY50(male-sterile line),young flower bud	Bud	Bolting	Development	Normal	10.1111/tpj.13605
PRJNA338132	SRR5905524	pair-end	2017	ZYZ108(ZY50 and MB),transition meriStem	SAM	Other	Development	Normal	10.1111/tpj.13605
PRJNA338132	SRR5905525	pair-end	2017	ZY50(male-sterile line),young flower bud	Bud	Bolting	Development	Normal	10.1111/tpj.13605
PRJNA338132	SRR5905526	pair-end	2017	ZYZ108(ZY50 and MB),young flower bud	Bud	Bolting	Development	Normal	10.1111/tpj.13605
PRJNA338132	SRR5905527	pair-end	2017	ZYZ108(ZY50 and MB),young flower bud	Bud	Bolting	Development	Normal	10.1111/tpj.13605
PRJNA338132	SRR5905528	pair-end	2017	ZYZ108(ZY50 and MB),flower meriStem initation	SAM	Other	Development	Normal	10.1111/tpj.13605
PRJNA338132	SRR5905529	pair-end	2017	ZYZ108(ZY50 and MB),flower meriStem initation	SAM	Other	Development	Normal	10.1111/tpj.13605
PRJNA338132	SRR5905530	pair-end	2017	MB(restorer line),transition meriStem	SAM	Other	Development	Normal	10.1111/tpj.13605
PRJNA338132	SRR5905531	pair-end	2017	MB(restorer line),transition meriStem	SAM	Other	Development	Normal	10.1111/tpj.13605
PRJNA338132	SRR5905532	pair-end	2017	ZY50(male-sterile line),flower meriStem initation	SAM	Other	Development	Normal	10.1111/tpj.13605
PRJNA338132	SRR5905533	pair-end	2017	ZY50(male-sterile line),flower meriStem initation	SAM	Other	Development	Normal	10.1111/tpj.13605
PRJNA338132	SRR5905535	pair-end	2017	MB(restorer line),transition meriStem	SAM	Other	Development	Normal	10.1111/tpj.13605
PRJNA338132	SRR5905536	pair-end	2017	MB(restorer line),flower meriStem initation	SAM	Other	Development	Normal	10.1111/tpj.13605
PRJNA338132	SRR5905537	pair-end	2017	MB(restorer line),flower meriStem initation	SAM	Other	Development	Normal	10.1111/tpj.13605
PRJNA338132	SRR5905538	pair-end	2017	MB(restorer line)?,young flower bud	Bud	Bolting	Development	Normal	10.1111/tpj.13605
PRJNA338132	SRR5905539	pair-end	2017	MB(restorer line),?young flower bud	Bud	Bolting	Development	Normal	10.1111/tpj.13605
PRJNA338132	SRR5905540	pair-end	2017	ZY50(male-sterile line),transition meriStem	SAM	Other	Development	Normal	10.1111/tpj.13605
PRJNA338132	SRR5905541	pair-end	2017	ZY50(male-sterile line),transition meriStem	SAM	Other	Development	Normal	10.1111/tpj.13605
PRJNA338132	SRR5905542	pair-end	2017	MB(restorer line),?young flower bud	Bud	Bolting	Development	Normal	10.1111/tpj.13605
PRJNA338132	SRR5905543	pair-end	2017	MB(restorer line),?young flower bud	Bud	Bolting	Development	Normal	10.1111/tpj.13605
PRJNA338132	SRR5905544	pair-end	2017	MB(restorer line),flower meriStem initation	SAM	Other	Development	Normal	10.1111/tpj.13605
PRJNA338132	SRR5905545	pair-end	2017	MB(restorer line),flower meriStem initation	SAM	Other	Development	Normal	10.1111/tpj.13605
PRJNA401348	SRR6002855	pair-end	2017	Rongyou No.16,Nomal P,5 leaves	Seedlings	Seedling	Development	Normal	10.1007/s00425-019-03201-7
PRJNA401348	SRR6002856	pair-end	2017	Rongyou No.16,Nomal P,5 leaves	Seedlings	Seedling	Development	Normal	10.1007/s00425-019-03201-7
PRJNA401348	SRR6002857	pair-end	2017	Rongyou No.16,Deficiency of P,168h	Seedlings	Seedling	Abiotic	Other	10.1007/s00425-019-03201-7
PRJNA401348	SRR6002858	pair-end	2017	Rongyou No.16,Deficiency of P,168h	Seedlings	Seedling	Abiotic	Other	10.1007/s00425-019-03201-7
PRJNA401348	SRR6002859	pair-end	2017	Rongyou No.16,Nomal P,3 leaves	Seedlings	Seedling	Development	Normal	10.1007/s00425-019-03201-7
PRJNA401348	SRR6002860	pair-end	2017	Rongyou No.16,Nomal P,3 leaves	Seedlings	Seedling	Development	Normal	10.1007/s00425-019-03201-7
PRJNA401348	SRR6002861	pair-end	2017	Rongyou No.16,Deficiency of P,168h	Seedlings	Seedling	Abiotic	Other	10.1007/s00425-019-03201-7
PRJNA401348	SRR6002862	pair-end	2017	Rongyou No.16,Deficiency of P,168h	Seedlings	Seedling	Abiotic	Other	10.1007/s00425-019-03201-7
PRJNA401257	SRR6004295	pair-end	2018	Qingyou 14(Sterile),Flower bud	Bud	Flowering	Development	Normal	10.3389/fpls.2017.02086
PRJNA401257	SRR6004382	pair-end	2018	Qingyou 14(Sterile),Flower bud	Bud	Flowering	Development	Normal	10.3389/fpls.2017.02086
PRJNA401257	SRR6004383	pair-end	2018	Qingyou 14(Sterile),Flower bud	Bud	Flowering	Development	Normal	10.3389/fpls.2017.02086
PRJNA401257	SRR6004384	pair-end	2018	Qingyou 14(Fertile),Flower bud	Bud	Flowering	Development	Normal	10.3389/fpls.2017.02086
PRJNA401257	SRR6004385	pair-end	2018	Qingyou 14(Fertile),Flower bud	Bud	Flowering	Development	Normal	10.3389/fpls.2017.02086
PRJNA401257	SRR6004386	pair-end	2018	Qingyou 14(Fertile),Flower bud	Bud	Flowering	Development	Normal	10.3389/fpls.2017.02086
PRJNA415473	SRR6204755	pair-end	2017	Darmor-bzh,control,3h	Seedlings	Seedling	Development	Normal	10.1186/s12870-017-1165-5 
PRJNA415473	SRR6204756	pair-end	2017	Darmor-bzh,1 ?M IAA ,3h	Seedlings	Seedling	Abiotic	IAA	10.1186/s12870-017-1165-5 
PRJNA428769	SRR6453572	pair-end	2019	Mar	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453576	pair-end	2019	77-60	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453594	pair-end	2019	Fido	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453597	pair-end	2019	Judzae	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453600	pair-end	2019	Unknow	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453601	pair-end	2019	Unkown	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453604	pair-end	2019	Ceskia Tabor	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453605	pair-end	2019	Hobson	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453606	pair-end	2019	Unkown	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453607	pair-end	2019	Unkown	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453608	pair-end	2019	Unkown	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453609	pair-end	2019	Unkown	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453610	pair-end	2019	Unkown	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453629	pair-end	2019	Taiwan	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453632	pair-end	2019	NIKLAS	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453633	pair-end	2019	Cresor	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453634	pair-end	2019	Ningyou7	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453635	pair-end	2019	Gulle	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453637	pair-end	2019	Helios	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453642	pair-end	2019	Heirloom Russian Kale	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453643	pair-end	2019	Kale Red Winter	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453646	pair-end	2019	Michinoko	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453647	pair-end	2019	Topas	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453648	pair-end	2019	Ramses	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453649	pair-end	2019	Linetta	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453650	pair-end	2019	Golden necontrolless	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453651	pair-end	2019	Alta sweet	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453652	pair-end	2019	Alku	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453653	pair-end	2019	Long Is IMP	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453654	pair-end	2019	Lenora	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453655	pair-end	2019	Rumania 1	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453656	pair-end	2019	Asparagus Kale	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453657	pair-end	2019	MAZOWIEcontrolI	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453658	pair-end	2019	Kuju 49	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453672	pair-end	2019	VALDOR	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453673	pair-end	2019	QUINTA	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453674	pair-end	2019	GK SAVARIA	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453675	pair-end	2019	SANTANA	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453676	pair-end	2019	ATTILA	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453677	pair-end	2019	BARKANT	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453678	pair-end	2019	AR-256	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453679	pair-end	2019	Cascade	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453680	pair-end	2019	Taiwan 2	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453681	pair-end	2019	O 54	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453695	pair-end	2019	York	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453697	pair-end	2019	Dong Hae 1	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453698	pair-end	2019	Tribute	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453700	pair-end	2019	Buk Wuk 7	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453712	pair-end	2019	Romeo	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453731	pair-end	2019	Line	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453732	pair-end	2019	Russian Kale	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453735	pair-end	2019	Red Russian	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453736	pair-end	2019	Legand	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453737	pair-end	2019	Cathy	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453738	pair-end	2019	Rico	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453739	pair-end	2019	Printol	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453740	pair-end	2019	77-71	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453748	pair-end	2019	Moldavia	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453751	pair-end	2019	Duplo	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453752	pair-end	2019	Dux	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453753	pair-end	2019	Evvin	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453754	pair-end	2019	Petranova	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453755	pair-end	2019	Hanna	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453757	pair-end	2019	Janpol	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453758	pair-end	2019	COMET	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453759	pair-end	2019	Tun222	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453762	pair-end	2019	Winfred	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453766	pair-end	2019	Marinka	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453767	pair-end	2019	Wesway	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453768	pair-end	2019	Brutor	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453769	pair-end	2019	Lesira	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453770	pair-end	2019	Kromerska	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453771	pair-end	2019	Tapidor	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453773	pair-end	2019	NOZD_1952	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453784	pair-end	2019	Nunsdale	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453790	pair-end	2019	Marnoo	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453797	pair-end	2019	Arco C10-2	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453820	pair-end	2019	CGN_07224	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453840	pair-end	2019	Viking	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453841	pair-end	2019	Crystal	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453842	pair-end	2019	Capricorn	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453843	pair-end	2019	CELEBRA	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453844	pair-end	2019	112-3690-75	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453845	pair-end	2019	Corvette	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453846	pair-end	2019	SL-29	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453847	pair-end	2019	SILESIA	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453848	pair-end	2019	START	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453849	pair-end	2019	STATUS	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453874	pair-end	2019	Norin 39	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453877	pair-end	2019	BRA 1042/95	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453878	pair-end	2019	BRA 1168/85	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453879	pair-end	2019	E94197	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453880	pair-end	2019	Mar'janovskij	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453881	pair-end	2019	Cobra	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453882	pair-end	2019	AR91004	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453883	pair-end	2019	KNOWN AS ASPAR. KALE	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453884	pair-end	2019	Vostochno-sibirskii	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453885	pair-end	2019	Vinnicontrolij 15/59	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453886	pair-end	2019	Krasnodarskii	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453898	pair-end	2019	Oro	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453900	pair-end	2019	Polo Canola	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453901	pair-end	2019	Coriander	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453902	pair-end	2019	Unkown	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453904	pair-end	2019	Glacier	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453906	pair-end	2019	Kosa	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453912	pair-end	2019	Kubanskij	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453918	pair-end	2019	Hanover salad	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453919	pair-end	2019	Red Ruffled	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453920	pair-end	2019	Red Russian	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453921	pair-end	2019	Olga	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453922	pair-end	2019	Weihenstephaner	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453923	pair-end	2019	Nugget	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453924	pair-end	2019	Global	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453945	pair-end	2019	Lord derby	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453946	pair-end	2019	CR 795/90a	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453948	pair-end	2019	Donnuvos Bal'ten	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453949	pair-end	2019	Unkown	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453950	pair-end	2019	1187	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453951	pair-end	2019	Unkown	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453952	pair-end	2019	Unkown	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453953	pair-end	2019	ACADIA	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453954	pair-end	2019	TURRET	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453955	pair-end	2019	Esenska Mesana	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453956	pair-end	2019	SHANG-YOU	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453957	pair-end	2019	CHUN-NUNG 1	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453979	pair-end	2019	American purpletop	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453980	pair-end	2019	Germany79-122	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453981	pair-end	2019	Start	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453982	pair-end	2019	France 5	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453983	pair-end	2019	Liglandor	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453984	pair-end	2019	BAU-M/49	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453985	pair-end	2019	Unkown	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453986	pair-end	2019	Tantal	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6453987	pair-end	2019	Bronowski	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454014	pair-end	2019	DH Stellar	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454015	pair-end	2019	DH Darmor	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454016	pair-end	2019	Chisaya natane	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454017	pair-end	2019	Wira	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454020	pair-end	2019	Span	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454021	pair-end	2019	G 32327	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454022	pair-end	2019	NU 41737	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454023	pair-end	2019	Kovalevskij	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454025	pair-end	2019	Gan You no. 1	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454027	pair-end	2019	Flint	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454028	pair-end	2019	Seoul	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454029	pair-end	2019	AR-115	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454030	pair-end	2019	TREBICSKA	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454052	pair-end	2019	Gry	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454053	pair-end	2019	Doon Major Swede	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454054	pair-end	2019	Asahi natane	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454055	pair-end	2019	Russian Frill	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454056	pair-end	2019	Red Ursa	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454057	pair-end	2019	White Russian	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454058	pair-end	2019	Siber Frill	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454059	pair-end	2019	Earthcare Red Russian	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454060	pair-end	2019	Dwarf Siberian	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454061	pair-end	2019	Dwarf blue kale	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454062	pair-end	2019	heirloom white Russian	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454063	pair-end	2019	Red Russian, purple	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
PRJNA428769	SRR6454064	pair-end	2019	Red Russian, green	Leaf	Seedling	Development	Normal	10.1038/s41467-019-10757-1
